A72E3F6B79BB;chambre1;22/06/2022;13:34:33;14.27;
A72E3F6B79BB;chambre1;22/06/2022;13:34:38;9.73;
A72E3F6B79BB;chambre1;22/06/2022;13:34:43;9.55;
A72E3F6B79BB;chambre1;22/06/2022;13:34:48;1.95;
A72E3F6B79BB;chambre1;22/06/2022;13:34:53;20.6;
A72E3F6B79BB;chambre1;22/06/2022;13:34:58;11.05;
A72E3F6B79BB;chambre1;22/06/2022;13:35:03;10.23;
A72E3F6B79BB;chambre1;22/06/2022;13:35:08;6.8100000000000005;
A72E3F6B79BB;chambre1;22/06/2022;13:35:13;15.95;
A72E3F6B79BB;chambre1;22/06/2022;13:35:18;16.02;
A72E3F6B79BB;chambre1;22/06/2022;13:35:23;4.39;
A72E3F6B79BB;chambre1;22/06/2022;13:35:28;11.76;
A72E3F6B79BB;chambre1;22/06/2022;13:35:34;26.5;
A72E3F6B79BB;chambre1;22/06/2022;13:35:39;10.44;
A72E3F6B79BB;chambre1;22/06/2022;13:35:44;28.64;
A72E3F6B79BB;chambre1;22/06/2022;13:35:49;2.66;
A72E3F6B79BB;chambre1;22/06/2022;13:35:54;28.82;
A72E3F6B79BB;chambre1;22/06/2022;13:35:59;20.59;
A72E3F6B79BB;chambre1;22/06/2022;13:36:04;14.72;
A72E3F6B79BB;chambre1;22/06/2022;13:36:09;20.03;
A72E3F6B79BB;chambre1;22/06/2022;13:36:14;3.02;
A72E3F6B79BB;chambre1;22/06/2022;13:36:19;25.92;
A72E3F6B79BB;chambre1;22/06/2022;13:36:24;7.76;
A72E3F6B79BB;chambre1;22/06/2022;13:36:29;2.2800000000000002;
A72E3F6B79BB;chambre1;22/06/2022;13:36:34;11.75;
A72E3F6B79BB;chambre1;22/06/2022;13:36:39;4.51;
A72E3F6B79BB;chambre1;22/06/2022;13:36:44;21.09;
A72E3F6B79BB;chambre1;22/06/2022;13:36:49;4.23;
A72E3F6B79BB;chambre1;22/06/2022;13:36:54;14.64;
A72E3F6B79BB;chambre1;22/06/2022;13:36:59;18.61;
A72E3F6B79BB;chambre1;22/06/2022;13:37:04;22.71;
A72E3F6B79BB;chambre1;22/06/2022;13:37:09;0.74;
A72E3F6B79BB;chambre1;22/06/2022;13:37:14;4.21;
A72E3F6B79BB;chambre1;22/06/2022;13:37:19;18.48;
A72E3F6B79BB;chambre1;22/06/2022;13:37:24;0.84;
A72E3F6B79BB;chambre1;22/06/2022;13:37:29;3.61;
A72E3F6B79BB;chambre1;22/06/2022;13:37:34;23.22;
A72E3F6B79BB;chambre1;22/06/2022;13:37:39;1.6400000000000001;
A72E3F6B79BB;chambre1;22/06/2022;13:37:44;25.63;
A72E3F6B79BB;chambre1;22/06/2022;13:37:49;12.76;
A72E3F6B79BB;chambre1;22/06/2022;13:37:54;20.77;
A72E3F6B79BB;chambre1;22/06/2022;13:37:59;5.87;
A72E3F6B79BB;chambre1;22/06/2022;13:38:04;0.92;
A72E3F6B79BB;chambre1;22/06/2022;13:38:09;21.64;
A72E3F6B79BB;chambre1;22/06/2022;13:38:14;13.2;
A72E3F6B79BB;chambre1;22/06/2022;13:38:19;25.08;
A72E3F6B79BB;chambre1;22/06/2022;13:38:24;2.58;
A72E3F6B79BB;chambre1;22/06/2022;13:38:29;1.55;
A72E3F6B79BB;chambre1;22/06/2022;13:38:34;22.41;
A72E3F6B79BB;chambre1;22/06/2022;13:38:39;5.35;
A72E3F6B79BB;chambre1;22/06/2022;13:38:44;24.75;
A72E3F6B79BB;chambre1;22/06/2022;13:38:49;16.53;
A72E3F6B79BB;chambre1;22/06/2022;13:38:54;12.33;
A72E3F6B79BB;chambre1;22/06/2022;13:38:59;1.28;
A72E3F6B79BB;chambre1;22/06/2022;13:39:04;15.54;
A72E3F6B79BB;chambre1;22/06/2022;13:39:09;21.01;
A72E3F6B79BB;chambre1;22/06/2022;13:39:14;2.23;
A72E3F6B79BB;chambre1;22/06/2022;13:39:19;27.58;
A72E3F6B79BB;chambre1;22/06/2022;13:39:24;14.55;
A72E3F6B79BB;chambre1;22/06/2022;13:39:29;15.36;
A72E3F6B79BB;chambre1;22/06/2022;13:39:34;4.06;
A72E3F6B79BB;chambre1;22/06/2022;13:39:39;19.31;
A72E3F6B79BB;chambre1;22/06/2022;13:39:44;11.4;
A72E3F6B79BB;chambre1;22/06/2022;13:39:49;24.46;
A72E3F6B79BB;chambre1;22/06/2022;13:39:54;28.37;
A72E3F6B79BB;chambre1;22/06/2022;13:39:59;5.96;
A72E3F6B79BB;chambre1;22/06/2022;13:40:04;10.82;
A72E3F6B79BB;chambre1;22/06/2022;13:40:09;14.76;
A72E3F6B79BB;chambre1;22/06/2022;13:40:14;19.27;
A72E3F6B79BB;chambre1;22/06/2022;13:40:19;28.9;
A72E3F6B79BB;chambre1;22/06/2022;13:40:24;0.81;
A72E3F6B79BB;chambre1;22/06/2022;13:40:29;22.91;
A72E3F6B79BB;chambre1;22/06/2022;13:40:34;25.9;
A72E3F6B79BB;chambre1;22/06/2022;13:40:39;25.25;
A72E3F6B79BB;chambre1;22/06/2022;13:40:44;17.5;
A72E3F6B79BB;chambre1;22/06/2022;13:40:49;19.09;
A72E3F6B79BB;chambre1;22/06/2022;13:40:54;20.56;
A72E3F6B79BB;chambre1;22/06/2022;13:40:59;17.86;
A72E3F6B79BB;chambre1;22/06/2022;13:41:04;12.94;
A72E3F6B79BB;chambre1;22/06/2022;13:41:09;12.95;
A72E3F6B79BB;chambre1;22/06/2022;13:41:14;16.4;
A72E3F6B79BB;chambre1;22/06/2022;13:41:19;11.55;
A72E3F6B79BB;chambre1;22/06/2022;13:41:24;17.85;
